Año,Entidad,Sexo,Edad,Población afrodescendiente,Población con condición mental,Población con discapacidad,Población hablante de lengua indígena,Población total
2020,TAMAULIPAS,Hombre,5 a 9 años,0.009530188,0.020138633,0.072517831,0.000636239,0.507280597
2020,TAMAULIPAS,Mujer,10 a 14 años,0.009214132,0.012787775,0.072639629,0.000946749,0.490389174
2020,TAMAULIPAS,Mujer,15 a 17 años,0.009626648,0.01310616,0.086605041,0.001577379,0.491604089
2020,TAMAULIPAS,Mujer,5 a 9 años,0.00919816,0.012018286,0.055581987,0.000675727,0.492719403
2020,TAMAULIPAS,Total,10 a 14 años,0.009311663,0.016684486,0.075268184,0.00093509,0.292145532
2020,TAMAULIPAS,Total,15 a 17 años,0.009744388,0.015748391,0.080321354,0.00160791,0.167522829
2020,TAMAULIPAS,Total,5 a 9 años,0.009366591,0.016137581,0.064173212,0.000655695,0.281152333
2020,TLAXCALA,Hombre,10 a 14 años,0.010881196,0.0134163,0.077271306,0.007440697,0.507417431
2020,TLAXCALA,Hombre,15 a 17 años,0.010274887,0.013824393,0.078783026,0.009207366,0.51171747
2020,TLAXCALA,Hombre,5 a 9 años,0.010655944,0.013303175,0.063198459,0.006668342,0.506930643
2020,TLAXCALA,Mujer,10 a 14 años,0.011090197,0.010276237,0.074765563,0.009513151,0.492582569
2020,TLAXCALA,Mujer,15 a 17 años,0.01015271,0.009453488,0.089248755,0.00939755,0.48828253
2020,TLAXCALA,Mujer,5 a 9 años,0.010266481,0.009232942,0.052968839,0.007338122,0.493069357
2020,TLAXCALA,Total,10 a 14 años,0.010984146,0.01186956,0.07603702,0.008461551,0.284271264
2020,TLAXCALA,Total,15 a 17 años,0.01021523,0.011690156,0.083893259,0.009300229,0.173870922
2020,TLAXCALA,Total,5 a 9 años,0.010463911,0.011296268,0.058154547,0.00699859,0.279569739
2020,VERACRUZ,Hombre,10 a 14 años,0.023366314,0.018347331,0.090603428,0.076374827,0.507215508
2020,VERACRUZ,Hombre,15 a 17 años,0.023294713,0.01682553,0.083345505,0.079284008,0.507705152
2020,VERACRUZ,Hombre,5 a 9 años,0.022206318,0.018137205,0.083389078,0.06152453,0.507026254
2020,VERACRUZ,Mujer,10 a 14 años,0.022659183,0.012353902,0.086453634,0.076624984,0.492784492
2020,VERACRUZ,Mujer,15 a 17 años,0.022984038,0.012390972,0.094895406,0.080123424,0.492294848
2020,VERACRUZ,Mujer,5 a 9 años,0.022442744,0.011699069,0.068343713,0.0631942,0.492973746
2020,VERACRUZ,Total,10 a 14 años,0.023017851,0.015393862,0.088558474,0.076498101,0.288140702
2020,VERACRUZ,Total,15 a 17 años,0.023141769,0.01464242,0.089031462,0.079697248,0.17572233
2020,VERACRUZ,Total,5 a 9 años,0.02232287,0.014963373,0.075972108,0.062347634,0.283816918
2020,YUCATÁN,Hombre,10 a 14 años,0.029238363,0.022622687,0.085669863,0.116807363,0.50668563
2020,YUCATÁN,Hombre,15 a 17 años,0.027649613,0.020107261,0.080820635,0.140325189,0.507750028
2020,YUCATÁN,Hombre,5 a 9 años,0.028082469,0.022576729,0.084077016,0.083619092,0.504518542
2020,YUCATÁN,Mujer,10 a 14 años,0.027748007,0.013718597,0.074209037,0.116061476,0.49331437
2020,YUCATÁN,Mujer,15 a 17 años,0.028010959,0.013294229,0.085525623,0.132450564,0.492249972
2020,YUCATÁN,Mujer,5 a 9 años,0.028204294,0.012459336,0.060518326,0.087161136,0.495481458
2020,YUCATÁN,Total,10 a 14 años,0.028503149,0.018230172,0.080016073,0.116439406,0.283596882
2020,YUCATÁN,Total,15 a 17 años,0.027827485,0.016753547,0.083136665,0.136448905,0.173449069
2020,YUCATÁN,Total,5 a 9 años,0.028142831,0.017563749,0.072404122,0.085374109,0.279076114
2020,ZACATECAS,Hombre,10 a 14 años,0.007658103,0.015849282,0.090298003,0.00284741,0.508156321
2020,ZACATECAS,Hombre,15 a 17 años,0.007660984,0.013366462,0.085996273,0.003335864,0.506136469
2020,ZACATECAS,Hombre,5 a 9 años,0.007304853,0.013028901,0.074030163,0.003276348,0.503782819
2020,ZACATECAS,Mujer,10 a 14 años,0.007415069,0.011068871,0.085944951,0.003089612,0.491843679
2020,ZACATECAS,Mujer,15 a 17 años,0.008063565,0.010609954,0.102162073,0.003253719,0.493863531
2020,ZACATECAS,Mujer,5 a 9 años,0.00751977,0.010276588,0.06305735,0.003080388,0.496217181
2020,ZACATECAS,Total,10 a 14 años,0.007538568,0.013498067,0.088156982,0.002966536,0.277876714
2020,ZACATECAS,Total,15 a 17 años,0.007859804,0.012005123,0.093979972,0.003295296,0.157669401
2020,ZACATECAS,Total,5 a 9 años,0.007411499,0.011663156,0.068585264,0.003179109,0.28586116
